name,site_code,date,time,ele,lat,lon,c_f
MAK.F.0007,MAK,2025-08-14,2025-08-14T07:54:23Z,444.019623,-20.746917,45.540272,GPS.F
MAK.F.0008,MAK,2025-08-14,2025-08-14T07:57:01Z,445.176636,-20.747795,45.540455,GPS.F
MAK.F.0009,MAK,2025-08-14,2025-08-14T08:00:47Z,445.727142,-20.748729,45.540717,GPS.F
MAK.F.0010,MAK,2025-08-14,2025-08-14T08:03:21Z,446.809509,-20.749641,45.540594,GPS.F
MAK.F.0011,MAK,2025-08-14,2025-08-14T08:06:12Z,447.835876,-20.75051,45.54033,GPS.F
MAK.F.0012,MAK,2025-08-14,2025-08-14T08:08:42Z,448.059814,-20.751418,45.540276,GPS.F
MAK.F.0013,MAK,2025-08-14,2025-08-14T08:11:16Z,448.992889,-20.752204,45.539812,GPS.F
MAK.F.0014,MAK,2025-08-14,2025-08-14T08:14:19Z,450.420471,-20.75278,45.539051,GPS.F
MAK.F.0015,MAK,2025-08-14,2025-08-14T08:17:56Z,450.467133,-20.753317,45.538255,GPS.F
MAK.F.0016,MAK,2025-08-14,2025-08-14T08:29:05Z,449.235474,-20.750279,45.540528,GPS.F
MAK.F.0017,MAK,2025-08-14,2025-08-14T08:34:06Z,449.646027,-20.748587,45.540657,GPS.F
MAK.F.0018,MAK,2025-08-14,2025-08-14T08:38:26Z,449.869965,-20.747677,45.54036,GPS.F
MAK.F.0019,MAK,2025-08-14,2025-08-14T08:42:45Z,449.720673,-20.746307,45.540327,GPS.F
MAK.F.0020,MAK,2025-08-14,2025-08-14T08:49:21Z,449.599396,-20.745409,45.541472,GPS.F
MAK.C.0004,MAK,2025-08-14,2025-08-14T12:42:46Z,329.382751,-20.750267,45.5406,GPS.C
MAK.F.0021,MAK,2025-08-14,2025-08-14T14:29:29Z,481.659637,-20.76146,45.529724,GPS.F
MAK.F.0022,MAK,2025-08-14,2025-08-14T14:44:03Z,478.337921,-20.761316,45.529757,GPS.F
MAK.F.0023,MAK,2025-08-14,2025-08-14T14:44:50Z,479.485596,-20.761273,45.529807,GPS.F
MAK.F.0024,MAK,2025-08-14,2025-08-14T15:06:40Z,479.998779,-20.761037,45.529938,GPS.F
MAK.F.0025,MAK,2025-08-14,2025-08-14T15:16:18Z,479.103027,-20.760379,45.530593,GPS.F
MAK.F.0026,MAK,2025-08-14,2025-08-14T15:22:44Z,478.76712,-20.759947,45.530643,GPS.F
MAK.F.0027,MAK,2025-08-14,2025-08-14T15:26:33Z,478.44989,-20.759885,45.530732,GPS.F
MAK.F.0028,MAK,2025-08-14,2025-08-14T15:35:55Z,476.705048,-20.758817,45.531709,GPS.F
MAK.F.0029,MAK,2025-08-14,2025-08-14T15:38:30Z,476.397125,-20.75874,45.531806,GPS.F
MAK.F.0030,MAK,2025-08-14,2025-08-14T15:43:56Z,475.911926,-20.758457,45.532082,GPS.F
MAK.F.0031,MAK,2025-08-14,2025-08-14T16:01:56Z,471.386536,-20.75442,45.534787,GPS.F
MAK.C.0005,MAK,2025-08-14,2025-08-14T16:08:10Z,324.194885,-20.753346,45.537854,GPS.C
MAK.C.0006,MAK,2025-08-14,2025-08-14T16:22:36Z,321.498322,-20.751864,45.539744,GPS.C
MAK.C.0007,MAK,2025-08-14,2025-08-14T16:49:22Z,317.840698,-20.74719,45.540929,GPS.C
MAK.C.0008,MAK,2025-08-14,2025-08-14T16:55:20Z,316.851624,-20.746689,45.540851,GPS.C
MAK.C.0009,MAK,2025-08-14,2025-08-14T17:00:10Z,317.383484,-20.746659,45.54091,GPS.C
MAK.C.0010,MAK,2025-08-14,2025-08-14T17:06:22Z,316.609039,-20.746649,45.540784,GPS.C
MAK.C.0011,MAK,2025-08-15,2025-08-15T16:28:26Z,345.63681,-20.747302,45.540417,GPS.C
MAK.C.0012,MAK,2025-08-15,2025-08-15T16:42:49Z,343.360138,-20.74676,45.540571,GPS.C
MAK.C.0013,MAK,2025-08-15,2025-08-15T16:49:02Z,343.033539,-20.746659,45.540799,GPS.C
MAK.C.0014,MAK,2025-08-15,2025-08-15T16:53:20Z,341.549957,-20.746302,45.540756,GPS.C
MAK.C.0015,MAK,2025-08-15,2025-08-15T16:57:56Z,340.672882,-20.746268,45.540759,GPS.C
MAK.C.0016,MAK,2025-08-15,2025-08-15T16:59:20Z,339.721161,-20.746187,45.540777,GPS.C
MAK.C.0017,MAK,2025-08-15,2025-08-15T17:02:44Z,339.907776,-20.746101,45.540883,GPS.C
MAK.C.0018,MAK,2025-08-15,2025-08-15T17:04:57Z,341.979187,-20.746065,45.540936,GPS.C
MAK.C.0019,MAK,2025-08-16,2025-08-16T13:44:42Z,375.672302,-20.747218,45.527331,GPS.C
MAK.C.0020,MAK,2025-08-16,2025-08-16T13:58:35Z,370.885681,-20.744945,45.526347,GPS.C
MAK.F.0032,MAK,2025-08-16,2025-08-16T15:20:04Z,516.136536,-20.747748,45.527469,GPS.F
MAK.F.0033,MAK,2025-08-16,2025-08-16T15:24:29Z,516.06189,-20.74775,45.527436,GPS.F
MAK.F.0034,MAK,2025-08-16,2025-08-16T15:31:09Z,515.931274,-20.747682,45.527426,GPS.F
MAK.F.0035,MAK,2025-08-16,2025-08-16T15:34:30Z,516.817688,-20.748301,45.527352,GPS.F
MAK.F.0036,MAK,2025-08-16,2025-08-16T15:41:16Z,516.649719,-20.748501,45.527246,GPS.F
MAK.F.0037,MAK,2025-08-16,2025-08-16T15:45:03Z,516.407166,-20.74862,45.527261,GPS.F
MAK.F.0038,MAK,2025-08-16,2025-08-16T15:48:52Z,516.024597,-20.748898,45.527036,GPS.F
MAK.F.0039,MAK,2025-08-16,2025-08-16T15:51:14Z,515.781982,-20.749099,45.526948,GPS.F
MAK.C.0021,MAK,2025-08-16,2025-08-16T15:52:35Z,379.889771,-20.750591,45.52549,GPS.C
MAK.F.0040,MAK,2025-08-16,2025-08-16T15:54:31Z,514.503662,-20.749206,45.526556,GPS.F
MAK.F.0041,MAK,2025-08-16,2025-08-16T15:58:54Z,514.457031,-20.749475,45.526058,GPS.F
MAK.F.0042,MAK,2025-08-16,2025-08-16T16:00:36Z,514.643616,-20.749746,45.52592,GPS.F
MAK.C.0022,MAK,2025-08-16,2025-08-16T16:14:20Z,380.897491,-20.751694,45.523973,GPS.C
MAK.F.0043,MAK,2025-08-17,2025-08-17T15:10:25Z,502.429749,-20.736151,45.518859,GPS.F
MAK.C.0023,MAK,2025-08-17,2025-08-17T15:15:29Z,365.679138,-20.735384,45.519186,GPS.C
MAK.C.0024,MAK,2025-08-17,2025-08-17T15:21:23Z,367.517273,-20.734059,45.519184,GPS.C
MAK.F.0044,MAK,2025-08-17,2025-08-17T15:24:57Z,496.448792,-20.736736,45.520217,GPS.F
MAK.F.0045,MAK,2025-08-17,2025-08-17T15:30:28Z,494.480011,-20.7373,45.52069,GPS.F
MAK.C.0025,MAK,2025-08-17,2025-08-17T15:33:26Z,368.151764,-20.733048,45.519135,GPS.C
MAK.F.0046,MAK,2025-08-17,2025-08-17T15:34:11Z,492.847137,-20.737706,45.520734,GPS.F
MAK.C.0026,MAK,2025-08-17,2025-08-17T15:39:55Z,366.266968,-20.732746,45.51911,GPS.C
MAK.C.0027,MAK,2025-08-17,2025-08-17T15:43:31Z,365.343231,-20.733122,45.519108,GPS.C
MAK.F.0047,MAK,2025-08-17,2025-08-17T15:46:24Z,485.028015,-20.738555,45.520625,GPS.F
MAK.C.0028,MAK,2025-08-17,2025-08-17T15:47:52Z,365.557831,-20.733759,45.519196,GPS.C
MAK.F.0048,MAK,2025-08-17,2025-08-17T15:51:33Z,483.068573,-20.738791,45.520512,GPS.F
MAK.F.0049,MAK,2025-08-17,2025-08-17T15:54:47Z,482.266144,-20.739001,45.520366,GPS.F
MAK.F.0050,MAK,2025-08-17,2025-08-17T16:00:49Z,480.344025,-20.739135,45.520263,GPS.F
MAK.C.0029,MAK,2025-08-17,2025-08-17T16:01:40Z,372.565186,-20.731748,45.51606,GPS.C
MAK.F.0051,MAK,2025-08-17,2025-08-17T16:06:39Z,479.093689,-20.739284,45.520354,GPS.F
MAK.F.0052,MAK,2025-08-17,2025-08-17T16:10:13Z,478.589844,-20.739518,45.520455,GPS.F
MAK.F.0053,MAK,2025-08-17,2025-08-17T16:14:02Z,477.787415,-20.739968,45.5208,GPS.F
MAK.F.0054,MAK,2025-08-17,2025-08-17T16:25:12Z,476.499756,-20.740122,45.52226,GPS.F
MAK.F.0055,MAK,2025-08-17,2025-08-17T16:27:30Z,473.672577,-20.740449,45.522486,GPS.F
MAK.C.0030,MAK,2025-08-17,2025-08-17T16:31:22Z,353.651886,-20.737426,45.52087,GPS.C
MAK.C.0031,MAK,2025-08-17,2025-08-17T16:37:41Z,353.474609,-20.73792,45.521005,GPS.C
MAK.C.0032,MAK,2025-08-17,2025-08-17T16:42:38Z,351.701752,-20.738183,45.521024,GPS.C
MAK.C.0033,MAK,2025-08-17,2025-08-17T16:55:10Z,337.855011,-20.739509,45.520265,GPS.C
MAK.C.0034,MAK,2025-08-17,2025-08-17T16:55:11Z,337.295166,-20.739521,45.52027,GPS.C
MAK.F.0056,MAK,2025-08-18,2025-08-18T12:30:38Z,NA,-20.732973,45.519026,GPS.F
MAK.F.0057,MAK,2025-08-18,2025-08-18T13:13:20Z,479.812164,-20.738556,45.520892,GPS.F
MAK.F.0058,MAK,2025-08-18,2025-08-18T13:17:39Z,473.681885,-20.739134,45.520194,GPS.F
MAK.F.0059,MAK,2025-08-18,2025-08-18T13:20:43Z,470.56546,-20.739743,45.521564,GPS.F
MAK.F.0060,MAK,2025-08-18,2025-08-18T15:32:07Z,452.874451,-20.744688,45.526883,GPS.F
MAK.F.0061,MAK,2025-08-18,2025-08-18T15:38:03Z,452.286621,-20.744901,45.526439,GPS.F
MAK.F.0062,MAK,2025-08-18,2025-08-18T15:41:48Z,452.02536,-20.744933,45.526326,GPS.F
MAK.F.0063,MAK,2025-08-18,2025-08-18T15:47:29Z,451.932068,-20.7458,45.525428,GPS.F
MAK.F.0064,MAK,2025-08-18,2025-08-18T15:50:49Z,452.566528,-20.745819,45.525338,GPS.F
MAK.F.0065,MAK,2025-08-18,2025-08-18T15:59:33Z,451.941376,-20.745824,45.524728,GPS.F
MAK.C.0035,MAK,2025-08-19,2025-08-19T02:51:42Z,317.728729,-20.750715,45.525281,GPS.C
MAK.F.0066,MAK,2025-08-19,2025-08-19T15:01:25Z,431.768433,-20.640308,45.515464,GPS.F
MAK.F.0067,MAK,2025-08-19,2025-08-19T15:09:04Z,434.194397,-20.641223,45.517606,GPS.F
MAK.F.0068,MAK,2025-08-19,2025-08-19T15:18:26Z,434.464996,-20.641766,45.518687,GPS.F
MAK.F.0069,MAK,2025-08-19,2025-08-19T15:28:12Z,432.990753,-20.641797,45.518462,GPS.F
MAK.F.0070,MAK,2025-08-19,2025-08-19T15:33:05Z,432.001709,-20.641796,45.518472,GPS.F
MAK.F.0071,MAK,2025-08-19,2025-08-19T15:41:26Z,430.359497,-20.64184,45.518321,GPS.F
MAK.F.0072,MAK,2025-08-19,2025-08-19T15:46:29Z,430.032928,-20.641856,45.518217,GPS.F
MAK.F.0073,MAK,2025-08-19,2025-08-19T15:50:56Z,429.27713,-20.641808,45.518083,GPS.F
MAK.F.0074,MAK,2025-08-19,2025-08-19T15:57:30Z,428.819946,-20.641789,45.518035,GPS.F
MAK.F.0075,MAK,2025-08-19,2025-08-19T16:02:49Z,427.392334,-20.641658,45.517889,GPS.F
MAK.F.0076,MAK,2025-08-19,2025-08-19T16:05:31Z,427.187073,-20.641597,45.517763,GPS.F
MAK.F.0077,MAK,2025-08-19,2025-08-19T16:11:05Z,426.655212,-20.641529,45.517741,GPS.F
MAK.F.0078,MAK,2025-08-19,2025-08-19T16:14:57Z,425.927429,-20.641441,45.517707,GPS.F
MAK.F.0079,MAK,2025-08-19,2025-08-19T16:17:40Z,425.712799,-20.641355,45.517619,GPS.F
MAK.F.0080,MAK,2025-08-19,2025-08-19T16:21:23Z,425.320923,-20.641173,45.517494,GPS.F
MAK.F.0081,MAK,2025-08-19,2025-08-19T16:24:30Z,424.733093,-20.641145,45.517323,GPS.F
MAK.F.0082,MAK,2025-08-19,2025-08-19T16:27:13Z,424.453156,-20.64115,45.517287,GPS.F
MAK.F.0083,MAK,2025-08-19,2025-08-19T16:32:46Z,424.639771,-20.641105,45.517039,GPS.F
MAK.F.0084,MAK,2025-08-19,2025-08-19T16:40:06Z,423.660065,-20.640986,45.516449,GPS.F
MAK.F.0085,MAK,2025-08-19,2025-08-19T16:40:30Z,424.182587,-20.641012,45.516523,GPS.F
MAK.F.0086,MAK,2025-08-19,2025-08-19T16:44:14Z,423.604065,-20.640505,45.5158,GPS.F
MAK.F.0087,MAK,2025-08-19,2025-08-19T16:46:10Z,422.055176,-20.64025,45.515411,GPS.F
MAK.C.0036,MAK,2025-08-19,2025-08-19T16:55:29Z,289.074158,-20.642446,45.514836,GPS.C
MAK.C.0037,MAK,2025-08-20,2025-08-20T08:56:34Z,300.019073,-20.640276,45.515411,GPS.C
MAK.C.0038,MAK,2025-08-20,2025-08-20T08:57:36Z,290.520416,-20.640481,45.515835,GPS.C
MAK.C.0039,MAK,2025-08-20,2025-08-20T09:00:25Z,297.275848,-20.640971,45.516512,GPS.C
MAK.C.0040,MAK,2025-08-20,2025-08-20T09:01:51Z,297.42514,-20.641104,45.516858,GPS.C
MAK.C.0041,MAK,2025-08-20,2025-08-20T09:14:44Z,299.82312,-20.641589,45.517671,GPS.C
MAK.C.0042,MAK,2025-08-20,2025-08-20T09:24:57Z,302.333069,-20.64173,45.51871,GPS.C
MAK.F.0088,MAK,2025-08-20,2025-08-20T15:29:35Z,NA,-20.64806,45.505001,GPS.F
MAK.F.0089,MAK,2025-08-20,2025-08-20T15:33:57Z,NA,-20.648059,45.505133,GPS.F
MAK.F.0090,MAK,2025-08-20,2025-08-20T15:38:50Z,NA,-20.648059,45.505133,GPS.F
MAK.F.0091,MAK,2025-08-20,2025-08-20T15:45:09Z,NA,-20.648059,45.505133,GPS.F
MAK.F.0092,MAK,2025-08-20,2025-08-20T15:48:06Z,NA,-20.648059,45.505133,GPS.F
MAK.C.0043,MAK,2025-08-20,2025-08-20T15:49:01Z,321.694275,-20.648154,45.505051,GPS.C
MAK.C.0044,MAK,2025-08-20,2025-08-20T16:05:34Z,317.635406,-20.647951,45.507327,GPS.C
MAK.C.0045,MAK,2025-08-20,2025-08-20T16:08:29Z,317.570099,-20.647931,45.507397,GPS.C
MAK.F.0093,MAK,2025-08-20,2025-08-20T16:23:19Z,NA,-20.648059,45.505133,GPS.F
MAK.C.0046,MAK,2025-08-20,2025-08-20T16:34:28Z,313.128693,-20.647245,45.510379,GPS.C
MAK.F.0094,MAK,2025-08-20,2025-08-20T16:43:30Z,444.29022200000003,-20.645689,45.513433,GPS.F
MAK.F.0095,MAK,2025-08-20,2025-08-20T16:50:00Z,444.980682,-20.646624,45.513504,GPS.F
MAK.F.0096,MAK,2025-08-20,2025-08-20T16:59:57Z,444.532806,-20.647418,45.513969,GPS.F
MAK.F.0097,MAK,2025-08-20,2025-08-20T17:02:35Z,444.168915,-20.647502,45.513967,GPS.F
MAK.F.0098,MAK,2025-08-20,2025-08-20T17:06:48Z,444.383514,-20.64772,45.513977,GPS.F
MAK.F.0099,MAK,2025-08-20,2025-08-20T17:10:10Z,444.41153,-20.647752,45.514089,GPS.F
MAK.F.0100,MAK,2025-08-20,2025-08-20T17:12:31Z,444.0383,-20.647835,45.514145,GPS.F
MAK.F.0101,MAK,2025-08-20,2025-08-20T17:16:38Z,444.262238,-20.647976,45.514348,GPS.F
MAK.C.0047,MAK,2025-08-20,2025-08-20T17:18:36Z,314.556274,-20.64843,45.514587,GPS.C
MAK.F.0102,MAK,2025-08-20,2025-08-20T17:23:25Z,443.860992,-20.648173,45.514468,GPS.F
MAK.F.0103,MAK,2025-08-20,2025-08-20T17:26:19Z,443.805023,-20.648211,45.514536,GPS.F
MAK.F.0104,MAK,2025-08-21,2025-08-21T12:38:45Z,464.621796,-20.646938,45.510615,GPS.F
MAK.F.0105,MAK,2025-08-21,2025-08-21T13:04:07Z,470.0336,-20.647773,45.504645,GPS.F
MAK.F.0106,MAK,2025-08-21,2025-08-21T13:07:41Z,465.862793,-20.647715,45.504461,GPS.F
MAK.F.0107,MAK,2025-08-21,2025-08-21T13:09:45Z,467.570282,-20.647467,45.504284,GPS.F
MAK.F.0108,MAK,2025-08-21,2025-08-21T13:14:49Z,465.918762,-20.647276,45.504,GPS.F
MAK.F.0109,MAK,2025-08-21,2025-08-21T13:16:39Z,466.282654,-20.647156,45.503852,GPS.F
MAK.F.0110,MAK,2025-08-21,2025-08-21T13:59:59Z,461.925232,-20.645605,45.513502,GPS.F
MAK.F.0111,MAK,2025-08-21,2025-08-21T14:05:29Z,462.167816,-20.646506,45.513638,GPS.F
MAK.F.0112,MAK,2025-08-21,2025-08-21T14:10:05Z,462.475739,-20.647386,45.513966,GPS.F
MAK.F.0113,MAK,2025-08-21,2025-08-21T14:11:21Z,462.195831,-20.647485,45.513934,GPS.F
MAK.F.0114,MAK,2025-08-21,2025-08-21T14:12:40Z,462.214478,-20.647719,45.514006,GPS.F
MAK.F.0115,MAK,2025-08-21,2025-08-21T14:13:38Z,462.214478,-20.647756,45.514083,GPS.F
MAK.F.0116,MAK,2025-08-21,2025-08-21T14:15:42Z,462.410431,-20.64792,45.514356,GPS.F
MAK.C.0048,MAK,2025-08-21,2025-08-21T15:04:18Z,337.369812,-20.662574,45.513887,GPS.C
MAK.C.0049,MAK,2025-08-21,2025-08-21T15:15:52Z,334.44931,-20.660542,45.514137,GPS.C
MAK.C.0050,MAK,2025-08-21,2025-08-21T15:23:40Z,332.508545,-20.65988,45.514337,GPS.C
MAK.C.0051,MAK,2025-08-21,2025-08-21T15:41:39Z,328.626953,-20.657349,45.514636,GPS.C
MAK.C.0052,MAK,2025-08-21,2025-08-21T15:45:47Z,329.802643,-20.657171,45.514649,GPS.C
MAK.C.0053,MAK,2025-08-21,2025-08-21T15:47:38Z,328.552307,-20.657201,45.514522,GPS.C
MAK.C.0054,MAK,2025-08-21,2025-08-21T15:54:15Z,328.123108,-20.65673,45.514639,GPS.C
MAK.C.0055,MAK,2025-08-21,2025-08-21T15:57:52Z,327.003418,-20.656592,45.514644,GPS.C
MAK.C.0056,MAK,2025-08-21,2025-08-21T16:15:34Z,324.334839,-20.654053,45.514856,GPS.C
MAK.C.0057,MAK,2025-08-21,2025-08-21T16:28:34Z,321.918182,-20.651322,45.515715,GPS.C
MAK.C.0058,MAK,2025-08-21,2025-08-21T16:31:52Z,321.153076,-20.651307,45.515721,GPS.C
MAK.C.0059,MAK,2025-08-21,2025-08-21T16:37:36Z,321.563629,-20.65104,45.515914,GPS.C
MAK.C.0060,MAK,2025-08-21,2025-08-21T16:42:01Z,319.548187,-20.65092,45.515986,GPS.C
MAK.C.0061,MAK,2025-08-21,2025-08-21T16:49:38Z,317.906006,-20.649945,45.515623,GPS.C
MAK.F.0117,MAK,2025-08-22,2025-08-22T02:05:46Z,439.755493,-20.640303,45.515402,GPS.F
MAK.F.0118,MAK,2025-08-22,2025-08-22T02:07:35Z,436.872314,-20.64034,45.515529,GPS.F
MAK.F.0119,MAK,2025-08-22,2025-08-22T02:08:31Z,436.890991,-20.640381,45.515643,GPS.F
MAK.F.0120,MAK,2025-08-22,2025-08-22T02:09:24Z,437.068268,-20.64043,45.515817,GPS.F
MAK.F.0121,MAK,2025-08-22,2025-08-22T02:10:33Z,437.69342,-20.640576,45.515958,GPS.F
MAK.F.0122,MAK,2025-08-22,2025-08-22T02:13:56Z,438.374573,-20.640686,45.51612,GPS.F
MAK.F.0123,MAK,2025-08-22,2025-08-22T02:14:33Z,437.898682,-20.64078,45.516165,GPS.F
MAK.F.0124,MAK,2025-08-22,2025-08-22T02:15:02Z,438.178619,-20.640867,45.516274,GPS.F
MAK.F.0125,MAK,2025-08-22,2025-08-22T02:17:57Z,438.225281,-20.640957,45.516449,GPS.F
MAK.F.0126,MAK,2025-08-22,2025-08-22T02:20:44Z,438.533173,-20.64094,45.516396,GPS.F
MAK.F.0127,MAK,2025-08-22,2025-08-22T02:22:41Z,438.794434,-20.641085,45.516775,GPS.F
MAK.F.0128,MAK,2025-08-22,2025-08-22T02:23:14Z,438.645142,-20.641037,45.51665,GPS.F
MAK.F.0129,MAK,2025-08-22,2025-08-22T02:23:45Z,438.514526,-20.641086,45.516735,GPS.F
MAK.F.0130,MAK,2025-08-22,2025-08-22T02:23:46Z,438.514526,-20.641087,45.516737,GPS.F
MAK.F.0131,MAK,2025-08-22,2025-08-22T02:23:46Z,438.514526,-20.641087,45.516739,GPS.F
MAK.F.0132,MAK,2025-08-22,2025-08-22T02:24:15Z,438.729126,-20.641083,45.51686,GPS.F
MAK.F.0133,MAK,2025-08-22,2025-08-22T02:25:36Z,439.139679,-20.64105,45.517063,GPS.F
TDB.C.0001,TDB,2025-08-24,2025-08-24T13:51:37Z,113.629166,-19.142633,44.937404,GPS.C
TDB.F.0001,TDB,2025-08-24,2025-08-24T14:05:32Z,237.951294,-19.142334,44.937161,GPS.F
TDB.F.0002,TDB,2025-08-24,2025-08-24T14:28:02Z,243.633698,-19.142558,44.939052,GPS.F
TDB.F.0003,TDB,2025-08-24,2025-08-24T14:38:38Z,246.666168,-19.142931,44.940572,GPS.F
TDB.F.0004,TDB,2025-08-24,2025-08-24T14:49:48Z,245.714432,-19.143343,44.941869,GPS.F
TDB.F.0005,TDB,2025-08-24,2025-08-24T15:00:46Z,251.200882,-19.143641,44.943189,GPS.F
TDB.F.0006,TDB,2025-08-24,2025-08-24T15:29:05Z,229.18045,-19.142589,44.938093,GPS.F
TDB.C.0002,TDB,2025-08-24,2025-08-24T15:31:39Z,103.663986,-19.142119,44.937212,GPS.C
TDB.F.0007,TDB,2025-08-24,2025-08-24T16:00:14Z,227.062378,-19.142676,44.938128,GPS.F
TDB.F.0008,TDB,2025-08-24,2025-08-24T16:05:04Z,225.952026,-19.142876,44.938037,GPS.F
TDB.C.0003,TDB,2025-08-24,2025-08-24T16:10:37Z,72.284866,-19.14464,44.932732,GPS.C
TDB.F.0009,TDB,2025-08-24,2025-08-24T16:12:26Z,221.781219,-19.14294,44.937629,GPS.F
TDB.F.0010,TDB,2025-08-24,2025-08-24T16:21:45Z,220.0737,-19.142729,44.937344,GPS.F
TDB.C.0004,TDB,2025-08-24,2025-08-24T16:24:17Z,68.104721,-19.144827,44.931778,GPS.C
TDB.C.0005,TDB,2025-08-24,2025-08-24T16:25:37Z,69.700264,-19.144933,44.931774,GPS.C
TDB.C.0006,TDB,2025-08-24,2025-08-24T16:40:54Z,69.392357,-19.144898,44.932989,GPS.C
TDB.F.0011,TDB,2025-08-24,2025-08-24T16:43:34Z,214.419296,-19.142029,44.937128,GPS.F
TDB.C.0007,TDB,2025-08-24,2025-08-24T16:50:46Z,73.395218,-19.144244,44.934387,GPS.C
TDB.C.0008,TDB,2025-08-24,2025-08-24T17:03:39Z,90.199799,-19.141837,44.936646,GPS.C
TDB.F.0013,TDB,2025-08-25,2025-08-25T15:18:52Z,261.987152,-19.144387,44.945916,GPS.F
TDB.C.0009,TDB,2025-08-25,2025-08-25T15:21:37Z,150.457397,-19.14326,44.946692,GPS.C
TDB.C.0010,TDB,2025-08-25,2025-08-25T15:24:23Z,146.734451,-19.143543,44.946699,GPS.C
TDB.F.0014,TDB,2025-08-25,2025-08-25T15:24:57Z,260.382294,-19.14446,44.945588,GPS.F
TDB.F.0015,TDB,2025-08-25,2025-08-25T15:33:51Z,258.544128,-19.144445,44.945382,GPS.F
TDB.F.0016,TDB,2025-08-25,2025-08-25T15:38:06Z,257.107208,-19.144162,44.945276,GPS.F
TDB.C.0011,TDB,2025-08-25,2025-08-25T15:38:52Z,141.630569,-19.143991,44.945152,GPS.C
TDB.F.0017,TDB,2025-08-25,2025-08-25T15:45:02Z,254.774536,-19.144197,44.945066,GPS.F
TDB.F.0018,TDB,2025-08-25,2025-08-25T15:49:51Z,254.485291,-19.144032,44.945097,GPS.F
TDB.C.0012,TDB,2025-08-25,2025-08-25T15:52:39Z,137.553055,-19.143597,44.944241,GPS.C
TDB.F.0019,TDB,2025-08-25,2025-08-25T15:54:54Z,253.244308,-19.14396,44.945015,GPS.F
TDB.F.0020,TDB,2025-08-25,2025-08-25T15:57:29Z,252.068634,-19.143895,44.944875,GPS.F
TDB.F.0021,TDB,2025-08-25,2025-08-25T16:00:49Z,251.760727,-19.143826,44.944779,GPS.F
TDB.C.0013,TDB,2025-08-25,2025-08-25T16:01:09Z,135.780228,-19.144081,44.944416,GPS.C
TDB.F.0022,TDB,2025-08-25,2025-08-25T16:03:14Z,251.79805,-19.143801,44.944688,GPS.F
TDB.C.0014,TDB,2025-08-25,2025-08-25T16:07:00Z,136.498688,-19.144129,44.944606,GPS.C
TDB.F.0023,TDB,2025-08-25,2025-08-25T16:14:31Z,249.679977,-19.143956,44.944647,GPS.F
TDB.C.0015,TDB,2025-08-25,2025-08-25T16:47:03Z,110.018188,-19.142786,44.939293,GPS.C
TDB.C.0016,TDB,2025-08-25,2025-08-25T16:50:17Z,108.403976,-19.142587,44.938707,GPS.C
TDB.C.0017,TDB,2025-08-26,2025-08-26T03:05:36Z,98.410805,-19.142743,44.939303,GPS.C
TDB.C.0018,TDB,2025-08-26,2025-08-26T03:31:05Z,113.778458,-19.1441,44.944346,GPS.C
TDB.C.0019,TDB,2025-08-26,2025-08-26T03:33:53Z,115.392662,-19.144144,44.944554,GPS.C
TDB.C.0020,TDB,2025-08-26,2025-08-26T03:37:40Z,115.318016,-19.14354,44.944228,GPS.C
TDB.C.0021,TDB,2025-08-26,2025-08-26T03:43:39Z,113.703812,-19.143965,44.945016,GPS.C
TDB.C.0022,TDB,2025-08-26,2025-08-26T04:05:09Z,114.133018,-19.144006,44.945113,GPS.C
